,matrix.nrow...1.,Match.No,Innings,Batting.Team,City,Date,Toss.Decision,Toss.Winner,Venue,Team1,Team2,Over,Runs.Batsman,Runs.Extras.Wides,Runs.Extras.No.Ball,Runs.Extras.Byes,Runs.Extras.Legbyes,Runs.Extras,Total.Runs,Wicket.Kind.Caught,Wicket.Kind.Caught.And.Bowled,Wicket.Kind.Bowled,Wicket.Kind.Lbw,Wicket.Kind.Runout,Wicket.Kind.Stumped,Wicket.Kind.Total
555,NA,561,2,Sri Lanka,Birmingham,3/6/2014,bat,England,Edgbaston,England,Sri Lanka,48.2,204,12,0,0,6,18,222,3,0,0,1,0,0,4
556,NA,562,1,Bangladesh,Mirpur,29-10-2013,field,New Zealand,Shere Bangla National Stadium,Bangladesh,New Zealand,49.5,249,13,1,0,2,16,265,7,0,1,1,1,0,10
557,NA,562,2,New Zealand,Mirpur,29-10-2013,field,New Zealand,Shere Bangla National Stadium,Bangladesh,New Zealand,29.5,159,1,0,0,2,3,162,6,0,3,0,0,0,9
558,NA,563,1,Bangladesh,Mirpur,31-10-2013,bat,Bangladesh,Shere Bangla National Stadium,Bangladesh,New Zealand,48.6,231,4,2,5,5,16,247,5,1,3,0,0,1,10
559,NA,563,2,New Zealand,Mirpur,31-10-2013,bat,Bangladesh,Shere Bangla National Stadium,Bangladesh,New Zealand,46.5,190,6,0,1,10,17,207,4,1,2,2,1,0,10
560,NA,564,1,New Zealand,Fatullah,3/11/2013,field,Bangladesh,Khan Shaheb Osman Ali Stadium,Bangladesh,New Zealand,49.6,298,6,0,0,3,9,307,5,0,0,0,0,0,5
561,NA,564,2,Bangladesh,Fatullah,3/11/2013,field,Bangladesh,Khan Shaheb Osman Ali Stadium,Bangladesh,New Zealand,49.2,286,9,7,4,3,23,309,4,1,0,0,1,0,6
562,NA,565,1,Sri Lanka,Hambantota,10/11/2013,field,New Zealand,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,New Zealand,49.6,272,8,1,0,7,16,288,4,1,3,1,0,0,9
563,NA,565,2,New Zealand,Hambantota,10/11/2013,field,New Zealand,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,New Zealand,4.2,5,6,0,0,2,8,13,0,0,1,0,0,0,1
564,NA,566,1,Sri Lanka,Hambantota,12/11/2013,bat,Sri Lanka,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,New Zealand,22.7,130,4,1,1,2,8,138,1,0,0,0,0,0,1
565,NA,566,2,New Zealand,Hambantota,12/11/2013,bat,Sri Lanka,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,New Zealand,22.6,195,3,0,0,5,8,203,5,0,0,0,0,1,6
566,NA,567,1,Sri Lanka,,16-11-2013,field,New Zealand,Rangiri Dambulla International Stadium,Sri Lanka,New Zealand,32.7,197,9,1,1,3,14,211,6,0,1,1,0,0,8
567,NA,567,2,New Zealand,,16-11-2013,field,New Zealand,Rangiri Dambulla International Stadium,Sri Lanka,New Zealand,24.6,119,6,0,0,1,7,126,2,0,2,1,0,1,6
568,NA,568,1,West Indies,Kochi,21-11-2013,bat,West Indies,Nehru Stadium,India,West Indies,48.5,204,6,0,0,1,7,211,2,2,3,1,1,1,10
569,NA,568,2,India,Kochi,21-11-2013,bat,West Indies,Nehru Stadium,India,West Indies,35.2,192,15,0,5,0,20,212,4,0,0,0,0,0,4
570,NA,569,1,India,Visakhapatnam,24-11-2013,field,West Indies,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,India,West Indies,49.6,278,9,0,0,1,10,288,5,0,1,1,0,0,7
571,NA,569,2,West Indies,Visakhapatnam,24-11-2013,field,West Indies,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,India,West Indies,49.3,279,3,0,0,7,10,289,5,1,0,1,0,1,8
572,NA,570,1,West Indies,Kanpur,27-11-2013,field,India,Green Park,India,West Indies,49.6,257,3,1,0,2,6,263,3,0,2,0,0,0,5
573,NA,570,2,India,Kanpur,27-11-2013,field,India,Green Park,India,West Indies,46.1,256,4,1,0,5,10,266,4,1,0,0,0,0,5
574,NA,571,1,England,Aberdeen,9/5/2014,field,Scotland,Mannofield Park,Scotland,England,19.6,161,4,1,1,0,6,167,5,0,1,0,0,0,6
575,NA,571,2,Scotland,Aberdeen,9/5/2014,field,Scotland,Mannofield Park,Scotland,England,19.6,132,1,0,0,0,1,133,5,0,4,0,0,0,9
576,NA,572,1,Pakistan,Cape Town,24-11-2013,bat,Pakistan,Newlands,South Africa,Pakistan,49.6,210,5,0,2,1,8,218,7,0,1,1,0,0,9
577,NA,572,2,South Africa,Cape Town,24-11-2013,bat,Pakistan,Newlands,South Africa,Pakistan,48.1,193,2,0,0,0,2,195,3,0,6,0,0,1,10
578,NA,573,1,Pakistan,Port Elizabeth,27-11-2013,field,South Africa,St George's Park,South Africa,Pakistan,44.6,248,13,0,0,1,14,262,7,0,1,0,1,0,10
579,NA,573,2,South Africa,Port Elizabeth,27-11-2013,field,South Africa,St George's Park,South Africa,Pakistan,44.6,243,5,0,1,12,18,261,6,0,0,0,0,0,6
580,NA,574,1,Pakistan,Centurion,30-11-2013,field,South Africa,SuperSport Park,South Africa,Pakistan,46.5,165,13,0,0,1,14,179,9,1,0,0,0,0,10
581,NA,574,2,South Africa,Centurion,30-11-2013,field,South Africa,SuperSport Park,South Africa,Pakistan,38.4,175,0,2,0,4,6,181,3,0,1,0,1,1,6
582,NA,575,1,Sri Lanka,Mirpur,17-02-2014,field,Bangladesh,Shere Bangla National Stadium,Bangladesh,Sri Lanka,39.6,170,9,0,0,1,10,180,3,0,3,2,2,0,10
583,NA,575,2,Bangladesh,Mirpur,17-02-2014,field,Bangladesh,Shere Bangla National Stadium,Bangladesh,Sri Lanka,39.2,161,2,1,1,2,6,167,7,0,0,0,3,0,10
584,NA,576,1,Sri Lanka,Mirpur,20-02-2014,bat,Sri Lanka,Shere Bangla National Stadium,Bangladesh,Sri Lanka,49.6,282,4,0,0,3,7,289,5,0,0,1,0,0,6
585,NA,576,2,Bangladesh,Mirpur,20-02-2014,bat,Sri Lanka,Shere Bangla National Stadium,Bangladesh,Sri Lanka,42.7,214,7,1,3,3,14,228,8,0,0,1,1,0,10
586,NA,577,1,Bangladesh,Mirpur,22-02-2014,field,Sri Lanka,Shere Bangla National Stadium,Bangladesh,Sri Lanka,49.6,231,7,0,0,2,9,240,6,0,1,0,1,0,8
587,NA,577,2,Sri Lanka,Mirpur,22-02-2014,field,Sri Lanka,Shere Bangla National Stadium,Bangladesh,Sri Lanka,47.3,239,3,0,0,4,7,246,2,0,2,0,0,0,4
588,NA,578,1,Scotland,Christchurch,23-01-2014,field,Canada,Hagley Oval,Canada,Scotland,49.6,327,5,2,0,7,14,341,8,0,0,0,0,1,9
589,NA,578,2,Canada,Christchurch,23-01-2014,field,Canada,Hagley Oval,Canada,Scotland,39.2,148,19,0,0,4,23,171,6,0,0,2,2,0,10
590,NA,579,1,Netherlands,Lincoln,23-01-2014,field,Kenya,Bert Sutcliffe Oval,Kenya,Netherlands,49.6,258,2,1,0,4,7,265,0,1,2,0,2,1,6
591,NA,579,2,Kenya,Lincoln,23-01-2014,field,Kenya,Bert Sutcliffe Oval,Kenya,Netherlands,35.5,254,4,0,0,8,12,266,3,0,1,2,0,0,6
592,NA,580,1,Canada,Mount Maunganui,28-01-2014,bat,Canada,Bay Oval,Canada,Netherlands,49.6,204,3,2,0,1,6,210,5,0,1,2,2,0,10
593,NA,580,2,Netherlands,Mount Maunganui,28-01-2014,bat,Canada,Bay Oval,Canada,Netherlands,36.4,200,5,3,4,0,12,212,0,0,1,1,0,0,2
594,NA,581,1,Kenya,Christchurch,30-01-2014,bat,Kenya,Hagley Oval,Kenya,Scotland,49.6,236,14,0,1,9,24,260,4,0,1,1,4,0,10
595,NA,581,2,Scotland,Christchurch,30-01-2014,bat,Kenya,Hagley Oval,Kenya,Scotland,49.3,257,3,1,0,0,4,261,3,1,0,2,1,0,7
596,NA,582,1,Ireland,Jamaica,23-02-2014,bat,Ireland,"Sabina Park, Kingston",West Indies,Ireland,49.2,190,7,3,0,2,12,202,6,2,2,0,0,0,10
597,NA,582,2,West Indies,Jamaica,23-02-2014,bat,Ireland,"Sabina Park, Kingston",West Indies,Ireland,36.4,192,8,0,0,5,13,205,3,0,0,1,1,1,6
598,NA,583,1,Sri Lanka,Dublin,6/5/2014,field,Ireland,Clontarf Cricket Club Ground,Ireland,Sri Lanka,49.6,200,18,0,0,1,19,219,6,1,0,0,1,0,8
599,NA,583,2,Ireland,Dublin,6/5/2014,field,Ireland,Clontarf Cricket Club Ground,Ireland,Sri Lanka,39.5,133,4,0,0,3,7,140,3,0,2,4,1,0,10
600,NA,584,1,Sri Lanka,Fatullah,25-02-2014,bat,Sri Lanka,Khan Shaheb Osman Ali Stadium,Pakistan,Sri Lanka,49.6,278,8,0,4,6,18,296,3,0,2,0,1,0,6
